,example_cell_1,example_cell_2,example_cell_3,example_cell_4,example_cell_5,example_cell_6,example_cell_7,example_cell_8,example_cell_9,example_cell_10,example_cell_11,example_cell_12,example_cell_13,example_cell_14,example_cell_15,example_cell_16,example_cell_17,example_cell_18,example_cell_19,example_cell_20,example_cell_21,example_cell_22,example_cell_23,example_cell_24,example_cell_25,example_cell_26,example_cell_27,example_cell_28,example_cell_29,example_cell_30,example_cell_31,example_cell_32,example_cell_33,example_cell_34,example_cell_35,example_cell_36,example_cell_37,example_cell_38,example_cell_39,example_cell_40,example_cell_41,example_cell_42,example_cell_43,example_cell_44,example_cell_45,example_cell_46,example_cell_47,example_cell_48,example_cell_49,example_cell_50,example_cell_51,example_cell_52,example_cell_53,example_cell_54,example_cell_55,example_cell_56,example_cell_57,example_cell_58,example_cell_59,example_cell_60,example_cell_61,example_cell_62,example_cell_63,example_cell_64,example_cell_65,example_cell_66,example_cell_67,example_cell_68,example_cell_69,example_cell_70,example_cell_71,example_cell_72,example_cell_73,example_cell_74,example_cell_75,example_cell_76,example_cell_77,example_cell_78,example_cell_79,example_cell_80,example_cell_81,example_cell_82,example_cell_83,example_cell_84,example_cell_85,example_cell_86,example_cell_87,example_cell_88,example_cell_89,example_cell_90,example_cell_91,example_cell_92,example_cell_93,example_cell_94,example_cell_95,example_cell_96,example_cell_97,example_cell_98,example_cell_99,example_cell_100,example_cell_101,example_cell_102,example_cell_103,example_cell_104,example_cell_105,example_cell_106,example_cell_107,example_cell_108,example_cell_109,example_cell_110,example_cell_111,example_cell_112,example_cell_113,example_cell_114,example_cell_115,example_cell_116,example_cell_117,example_cell_118,example_cell_119,example_cell_120,example_cell_121,example_cell_122,example_cell_123,example_cell_124,example_cell_125,example_cell_126,example_cell_127,example_cell_128,example_cell_129,example_cell_130,example_cell_131,example_cell_132,example_cell_133,example_cell_134,example_cell_135,example_cell_136,example_cell_137,example_cell_138,example_cell_139,example_cell_140,example_cell_141,example_cell_142,example_cell_143,example_cell_144,example_cell_145,example_cell_146,example_cell_147,example_cell_148,example_cell_149,example_cell_150,example_cell_151,example_cell_152,example_cell_153,example_cell_154,example_cell_155,example_cell_156,example_cell_157,example_cell_158,example_cell_159,example_cell_160,example_cell_161,example_cell_162,example_cell_163,example_cell_164,example_cell_165,example_cell_166,example_cell_167,example_cell_168,example_cell_169,example_cell_170,example_cell_171,example_cell_172,example_cell_173,example_cell_174,example_cell_175,example_cell_176,example_cell_177,example_cell_178,example_cell_179,example_cell_180,example_cell_181,example_cell_182,example_cell_183,example_cell_184,example_cell_185,example_cell_186,example_cell_187,example_cell_188,example_cell_189,example_cell_190,example_cell_191,example_cell_192,example_cell_193,example_cell_194,example_cell_195,example_cell_196,example_cell_197,example_cell_198,example_cell_199,example_cell_200
RP11-338N10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP3,0,0,0.25167049,0,0,0.323796026,0.850625937,0.667890276,0,0,0,1.763574783,1.112194496,0.689789177,0,0,0,0,0.956595843,0,0,0,0,0.416055002,0,0,0,0.705056324,0.382378099,0,0,0,0.630721804,0,0,0,0.595461756,0,0,0,0,0,0,0,1.152440091,0,0.560366821,0,0,0.773468198,0,0.731542251,0.252062693,0.612878917,0,0,0.89837279,0,1.12933002,0,0,0,1.102091018,0,0.165984075,0.232187265,0,1.324119545,1.160880116,0,0.603308547,0,0,0,0,0.459507769,0,0,0,0.661746454,0,0,0,0,0,0.829893965,0,0,0,0,0.285416841,0.958177883,0.154031724,0.833520031,0,0,0,0.618657034,0,0.778309195,0,0.64109219,0,0,0,0,0.556494464,0.697576421,0,0,0,0,0,0,0,0,0,0,0,0,0.632970957,0,0.557162584,0,0,0,0,0,0.958276947,0,0.674106388,0.677092965,0,0,0,0,1.68809586,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0.840498967,0,0,0.882956234,0,0.306760072,0,0.820776969,0,0.722009194,0.948575199,0,0,0,0.47987804,0,0,0,0,0,0.371622531,0.618406908,0,0,0,0,0,0,0.727869238,0.669607602,0.480795294,0.554910297,0,0,0,0.834736177,0,0,0,0,1.903994331,0,0,0,0,0.993075511,0.599914407,0,0,0,0.837179762
PER3,0,0,0,0,0,0.323796026,0,0,0,0,0,0,0.703351092,0,0,0,0,0,0,0,0,0,0,0.416055002,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481739788,0,0,0,0,0,0,0.165984075,0,0,1.043539787,0,0,0.346478206,0,0,0,0,0,0,0,0,0,0,0,0.184480219,0,0,0,0.599099741,0,0,0,0.285416841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556494464,0.289899145,0,0,0,0,0,0,0,0,2.745812125,0,0,0,0,0,0.170947145,0,0,0,0,0,0,0,0,0,0,0,0.520724541,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727869238,0.669607602,0,0,0,0,0,0,0,0,0,0,0,0,0.635028177,0.432627052,0,0,0,0,0,0,0
RP3-467L1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310643404,0,0,0,0,1.567587559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF9,0,0,0,1.629908126,0,0.928006334,0,0,0,0,0,0,0,0,0,1.67881432,1.412349475,0,0.956595843,0,2.371647047,1.886458993,2.837742508,0,0,0,3.320228319,0,0,0,3.120975077,1.84582669,0,1.71596563,0,1.567587559,0,0,0,0,0,0,0,2.173405588,0,0,0,0,0,0.773468198,0,0,0.13395236,0,0,2.529509019,0,0,0,0,1.778140341,0,0,0,0,0.232187265,0,0,0,0,0,0,0,0,1.374339513,0,0,0,0,0,0,0,0,0,0,0,0,2.639939922,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028585547,0,0,2.445594608,0,0,0,2.708423614,0,0,1.926952235,0,2.305312132,0.816596667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453005636,0,0,0,2.655177641,1.543700833,0,0,2.484998321,1.695321726,0,0,0,2.309998562,0,0,0,0,2.288023082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89601581,0,0,0,0,0,0,0,0,0,1.543990445,0,0,0,0,0,0,1.650340712,0,0,0,0,2.123261246,0,0,0,0,0,2.439202928,1.481388214,0,2.298231699,0,0,0
PARK7,0,2.037926114,1.718965558,2.857252849,2.668811591,1.573531549,1.102493969,1.06479264,0,1.583587507,1.691157597,2.36710851,1.401561447,1.866112779,2.654358175,2.644584436,1.412349475,2.528446976,0.956595843,1.912551374,2.01178937,3.366600916,0,1.528614927,1.695685016,2.759560434,2.78736004,1.628425054,1.647098885,0,3.23384449,2.833213344,0.840898645,0,1.966900577,0,1.448205981,0,2.364921336,0,1.560170788,1.533680854,1.869621289,1.823275577,1.446651394,1.664081752,1.387608298,2.058858976,1.729949884,2.216034151,1.745633503,1.670181773,2.046001408,1.804087318,1.377656928,2.529509019,1.680234106,2.444180492,2.237975387,2.791540648,3.028942489,2.210127982,1.613610938,0,1.403501252,1.284693199,0,1.043539787,1.683707195,0.829347467,1.714674197,0,0,2.055659618,2.757622697,1.921755689,2.114030559,0,1.389301882,2.023825786,2.103732863,1.889491807,1.733360893,1.735315145,1.624977235,2.093334054,2.023378109,0,2.233815467,1.620407534,1.83817588,1.438384783,1.53979061,2.17570957,2.777760094,1.541677165,2.104775392,1.189007981,0,1.511463566,1.344827213,1.703432071,2.115525854,0.967283916,2.445594608,1.729513716,2.133629255,2.000068393,0,1.649406153,0.668353517,3.58937033,1.406582333,2.508308552,2.28640489,1.363340926,0,1.855195812,1.427813418,1.348587854,1.604302204,1.138623172,1.334058671,2.76698158,1.192773703,1.596759454,1.998166139,2.191454966,1.438507355,0,2.163119489,2.051175228,0,0,1.754875461,2.166875616,2.284252284,2.123909312,1.711641984,1.78491737,0,2.663415094,0,0,0,2.309998562,0,1.650588083,0,1.835791064,2.288023082,2.571435366,0.882956234,2.390053515,1.669248718,0,1.656489825,2.068537161,1.880604378,1.991717998,0,1.466117327,0,1.242282315,1.738399574,0,0,1.317108724,1.130535748,1.85645832,1.097698838,3.096955876,1.604416881,0,1.251098798,2.966108092,1.62122127,0.727869238,1.067101417,1.671759198,1.549459362,0,2.242570554,2.353971824,1.92700795,0,0,1.543121997,1.454149227,1.903994331,0,2.596675665,2.014318244,1.501399707,2.251041311,1.242969033,2.298231699,2.063220445,0,1.595243734
ERRFI1,0,0,0,0,0,0,0,0.667890276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0,0.52219868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679626841,0,0,0.794616641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568412605,0,0,0,0,0,0,0,0,0,0,0,0.948575199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727869238,0.669607602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-431K24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC45A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403227693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13395236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERE,0,0,0,0,0,0,0,0.667890276,0,0,0,0,0.703351092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0.595461756,0,0,0,0.486495437,0,0,1.279837133,0,0,0,0,0,0,0,0.731542251,0.13395236,0.612878917,0,0,0,0.481739788,0,0,0,0,0,0,0.308299517,0,0,0,0,0,0,1.139417283,0,0,0,0,0,0,0,0,0.294682869,0.531804443,0.184480219,0,0,0.498674774,0,0,0,0,0,0,0.154031724,0,0,0,0.642199868,0.251130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677092965,0,0,0,0,0,0,0,1.246901183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306760072,0,0,0,0.722009194,0,0,0.389372623,0,0.47987804,0,0,2.953962861,0,0,0.371622531,0.251010037,0,0,0,0.605077106,0,0,0,0,0.804116091,0.909696827,0,0,0,0,0,0,0,0.970937976,0,0,0,0,0,0,0,0,0,0,0
RP5-1115A15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-633I8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO1,1.389980655,1.846837919,0.999540464,2.219943607,0,1.301976766,0.850625937,1.348165688,0,1.362079332,0,1.763574783,0,0.689789177,1.687377427,0,0,0,1.43642694,0,0,2.500775225,1.613289008,0.708990262,0,2.759560434,2.153974594,1.40410531,0.658313662,2.689031903,1.858969122,2.456735773,1.014481367,0,1.114976105,1.567587559,1.448205981,0,0,0,1.057726761,1.864515768,1.970124548,1.279837133,0.733787222,0,1.706181393,0.617684034,1.729949884,1.735026675,1.514500114,0,2.15140546,1.263338973,1.936032685,0,0.89837279,1.245753863,1.830011431,1.808623275,0,2.578345737,1.613610938,2.415349326,1.152674758,0.578896006,0,0.652129747,0.74020776,0,1.248316541,0,0,2.373175235,1.374339513,1.625913665,0.794616641,0,0,1.338815608,1.223452838,1.581244972,1.395971856,1.735315145,1.624977235,1.442837477,1.454400722,2.015726797,1.642429378,2.048799766,1.533308394,0,1.203389787,1.281714384,0,1.042468676,0.642199868,0.451684029,0,1.017648193,0.758471033,0.64109219,0,1.773657938,0,1.094495964,0.556494464,1.210168262,0,1.132029108,0.668353517,1.926952235,0.706718125,0,0.816596667,1.766222823,0,1.238762817,0,1.348587854,1.294615249,1.138623172,1.052317145,0,0.764586349,1.596759454,0.953154633,1.185071553,1.438507355,1.348447098,0.674106388,0.677092965,1.513164096,2.42656378,1.115056461,0,0,0,0.481700359,1.246901183,0,0,1.66616705,0,0,0,0,1.401638377,0,2.186628452,1.16747232,0,1.344449675,1.784573545,1.256499989,2.645394723,0.820776969,0,1.49073019,0,0,1.57037181,2.101539437,1.546554321,2.339540268,0,0,1.317108724,1.334058671,1.619540637,1.188630882,2.448004079,1.381587884,0,1.46454477,0,1.10844137,1.14464552,1.571503938,0.480795294,1.378045164,0,1.650340712,2.421271592,1.283267822,0,0,1.543121997,1.629446375,0,0,1.692928803,0.73361835,1.501399707,0.993075511,0.599914407,0,0.763238853,0,0.837179762
ENO1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794616641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956595843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0,0.52219868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512914313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556494464,0,0,0,0,0,0,0,0,0,0,0,0.94964274,0,0.632970957,0,0,0,0,0,0,0,0,0,0,0.677092965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0,0,0.353531757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR34AHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300845319,0.184480219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758682281,0,0,0,0,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-510D11.2,0,0,0,0,0,0,0,0,0,0.394775197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52219868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481739788,0,0,0,0,0,0,0.165984075,0.420492843,0,0,0,0,0,0,0,0,0,0.255918321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312795581,0,0.251130437,0,0,0,0,0,0,0,0,0.556494464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520724541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306760072,0,0,0,0,0,0,0.389372623,0,0,0,0,0,0,0,0,0.251010037,0,0,0,0,0,0,0,0,0,0.554910297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H6PD,0,0,0,0,0,0,0,0,0,0.677069154,0,0,0,0.689789177,0,0,0,0,0,0,0,0,0,0.416055002,0,0,0,0.705056324,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679626841,0,0,0.794616641,0,0,0,0,0.300845319,0,0,1.624977235,0.498674774,0,0,0,0,0,0,0.154031724,0.833520031,0,0,0.642199868,0,0,0.463037843,0,0,0,0.967283916,0,0,0,0,0,0,0,0,0.414532837,0,0,0.677903579,0,0,0,0,0,0.723304422,0,0,0,0,0.953154633,0.758682281,0,0,0,0,0,0,0.861409356,1.582165632,0,0,0,0,2.484998321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584405308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635028177,0,0,0,0,0,0,0,0
SPSB1,0,0,0.888245436,0,0,0,0.51315644,0,0,0.677069154,0,0,0,0.403227693,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114459837,0.382378099,0,0,0,0.364284138,0,0.705445078,0,0.595461756,0,0,0,0,0,0.52219868,0,0,0,0,0,0.770151187,0,0.78041717,0,0,0,0,1.913043341,0,0.481739788,0,0,0,0,0,0,0.432861642,0.232187265,0,0,0,0,0.603308547,0,0,0,0,0.62857755,0.794616641,0,0,0.661746454,0.522003494,0.531804443,0.699609239,0,0,0,0,0,0,0,0.285416841,0.589713138,0.405187523,1.281714384,0,0.312795581,0.642199868,0.761698416,0,0.463037843,0.44948498,0,0,0,0,0,0,0.852358251,0,0.7183139,0,0,0,0,0,0,0,0.398956088,0,0,0.365752628,0,0,0,0,0,0,0,0.958276947,0,0,0,0,0,0.861409356,0,0,0,0.481700359,0,0,0,0,0,3.073552052,0,0,0.324060652,0,0,0,0,0.882956234,0.602222611,0,2.645394723,0,0,0,0,0,0.668910286,0,0,0,0,0,0,0,0.371622531,0.761409358,0,0,0,0,0,0,0.727869238,0,0,0,0,0,0,0.502049041,0,0,0,0.598951865,0,0,0,0,1.501399707,0,0,1.700791245,0.763238853,0,0
RP13-392I16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A33,0,0.847984163,0.888245436,0,0,1.068780568,0,0.667890276,0,0.896965845,0,0,0,0.403227693,0,0,0,0,0,0,0,0,0,0.93527253,0,0,1.570598079,0,0.658313662,0,0,0,1.014481367,0,1.629042603,0,1.623210943,0,0,0,0.812356467,0.374594044,0,1.279837133,0,0,0.560366821,1.270850801,0.770151187,1.204334592,1.020136652,0,0.357684969,0.612878917,0.909386764,0,0,1.245753863,0,0,0,0,0.512914313,0,1.09396729,0.715604936,0,1.874529034,1.160880116,1.584216158,0.807473593,0,0,0.679626841,0,0.459507769,0.794616641,0,0,1.558712299,1.117173256,0.719302651,0.184480219,1.735315145,0,0.829893965,0,0,0,0,1.459350666,0.958177883,0.980308718,1.281714384,0,0.550709977,1.526627862,0.451684029,0,1.210622807,0,1.524797537,0,0.967283916,0,1.604496285,0.556494464,1.547396495,0,0.7183139,0.668353517,0,0.932553904,0,0,0.677903579,0,1.48882325,0,1.065166295,1.017544793,0.723304422,0.557162584,0,1.721412557,0,1.432165747,0,0,0,1.357595466,0.677092965,0,0,0.861409356,0,0,0,1.11931282,0,0,0,0,0,0,0,0,1.401638377,0,1.835791064,0,1.391567443,1.659011067,0,0.730946013,0,0.353531757,0,0.722009194,0.948575199,3.097460407,0.389372623,0,0.47987804,1.738399574,0,0,0,0.530101727,0.854524492,0.618406908,0,0,0,0.979373255,0,1.62122127,0,0.669607602,1.243993391,0.909696827,0,0,0,0,0,0,0,0.970937976,0,1.849428574,0.635028177,0.73361835,0,0,0,0,0,0,0.837179762
